sr_no,district,longitude,latitude,landuse_landcover,geomorphology,length_m,area_sqm,toposheet,object_id
906,Chamba,76.5458,32.4391,Thick vegetation,Lowly dissected hill,175.743509,2033.239793,52D11,14165
907,Chamba,76.5051,32.4525,Cultivated land,Denudational hill slope,141.317859,825.017097,52D11,14166
908,Chamba,76.523,32.4349,Extensive cut slope,Lowly dissected hill,85.896102,378.59902,52D11,14167
909,Chamba,76.5255,32.4333,Extensive cut slope,Lowly dissected hill,76.668982,295.618076,52D11,14168
910,Chamba,76.5247,32.4362,Extensive cut slope,Lowly dissected hill,63.658752,226.453098,52D11,14169
911,Chamba,76.5399,32.4336,Extensive cut slope,Moderately dissected hill,62.755888,208.006483,52D11,14170
912,Chamba,76.5401,32.4338,Extensive cut slope,Moderately dissected hill,41.796896,109.949732,52D11,14171
913,Chamba,76.5334,32.4557,Extensive cut slope,Lowly dissected hill,71.846896,339.933092,52D11,14172
914,Chamba,76.5331,32.4557,Extensive cut slope,Lowly dissected hill,74.802011,277.613744,52D11,14173
915,Chamba,76.3636,32.4051,Sparse vegetation,Lowly dissected hill,50.800272,169.961162,52D07,14186
916,Chamba,76.5135,32.4934,Barren,Moderately dissected hill,424.018075,12674.79884,52D11,14187
917,Chamba,76.5121,32.4971,Barren,Moderately dissected hill,207.607869,2947.846626,52D11,14188
918,Chamba,76.5004,32.4622,Extensive cut slope,Moderately dissected hill,47.119345,133.7076,52D11,14189
919,Chamba,76.4993,32.4621,Barren,Moderately dissected hill,49.137562,161.472346,52D07,14190
920,Chamba,76.4981,32.4634,Barren,Moderately dissected hill,102.089734,648.255627,52D07,14191
921,Chamba,76.5197,32.4583,Extensive cut slope,Colluvial foot slope,69.922544,346.122454,52D11,14192
922,Chamba,76.6272,32.4917,Barren,Denudational hill slope,528.682215,17378.43866,52D11,14193
923,Chamba,76.6273,32.4929,Barren,Highly dissected hill,691.327658,29018.49233,52D11,14194
924,Chamba,76.6218,32.4619,Sparse vegetation,Highly dissected hill,268.336738,4849.076649,52D11,14195
925,Chamba,76.599,32.5004,Moderate vegetation,Moderately dissected hill,470.554356,13494.02899,52D11,14199
926,Chamba,76.6125,32.4891,Moderate vegetation,Highly dissected hill,403.759165,9112.240578,52D11,14200
927,Chamba,76.6009,32.5016,Barren,Moderately dissected hill,413.724099,10514.24962,52D10,14201
928,Chamba,76.5889,32.4877,Sparse vegetation,Highly dissected hill,347.345038,8346.068579,52D11,14202
929,Chamba,76.5905,32.4864,Sparse vegetation,Highly dissected hill,471.511493,14825.10117,52D11,14203
930,Chamba,76.5472,32.4994,Barren,Highly dissected hill,538.479496,18751.79456,52D11,14204
931,Chamba,76.5649,32.4584,Extensive cut slope,Lowly dissected hill,96.700253,671.799091,52D11,14205
932,Chamba,76.5657,32.4578,Extensive cut slope,Lowly dissected hill,147.116914,1538.286668,52D11,14206
933,Chamba,76.5671,32.4571,Extensive cut slope,Lowly dissected hill,87.238265,477.730417,52D11,14207
934,Chamba,76.5671,32.4575,Extensive cut slope,Lowly dissected hill,117.520517,852.534545,52D11,14208
935,Chamba,76.5706,32.4565,Extensive cut slope,Lowly dissected hill,62.59026,235.86954,52D11,14209
936,Chamba,76.5711,32.4567,Extensive cut slope,Lowly dissected hill,59.934303,241.14197,52D11,14210
937,Chamba,76.5734,32.4574,Extensive cut slope,Lowly dissected hill,76.639691,360.531331,52D11,14211
938,Chamba,76.584,32.4594,Extensive cut slope,Lowly dissected hill,52.803455,169.626093,52D11,14212
939,Chamba,76.5841,32.4595,Extensive cut slope,Lowly dissected hill,45.766036,135.037465,52D11,14213
940,Chamba,76.5852,32.4596,Extensive cut slope,Lowly dissected hill,60.903381,245.177676,52D11,14214
941,Chamba,76.5848,32.4597,Extensive cut slope,Lowly dissected hill,66.853034,309.673474,52D11,14215
942,Chamba,76.5751,32.4843,Sparse vegetation,Highly dissected hill,223.116929,3149.021471,52D11,14216
943,Chamba,76.6256,32.4722,Barren,Moderately dissected hill,398.232195,10133.64319,52D11,14217
944,Chamba,76.6256,32.471,Barren,Denudational hill slope,417.921219,11669.90446,52D11,14218
945,Chamba,76.6255,32.4688,Barren,Denudational hill slope,321.669284,6872.040575,52D11,14219
946,Chamba,76.6191,32.4731,Sparse vegetation,Moderately dissected hill,333.25677,7422.451997,52D11,14220
947,Chamba,76.5184,32.3722,Extensive cut slope,Colluvial foot slope,72.695456,319.791475,52D11,14221
948,Chamba,76.5199,32.3709,Extensive cut slope,Colluvial foot slope,74.451881,262.949687,52D11,14222
949,Chamba,76.5204,32.3672,Extensive cut slope,Lowly dissected hill,103.046268,481.540408,52D11,14223
950,Chamba,76.5445,32.382,Barren,Lowly dissected hill,236.931539,4121.040223,52D11,14224
951,Chamba,76.5693,32.3983,Barren,Highly dissected hill,234.4033,3810.412241,52D11,14225
952,Chamba,76.7187,32.4558,Thick vegetation,Moderately dissected hill,269.521431,4321.737127,52D11,14226
953,Chamba,76.6331,32.4547,Barren,Highly dissected hill,177.172195,2087.95391,52D11,14236
954,Chamba,76.6286,32.4524,Thick vegetation,Highly dissected hill,71.675308,327.249607,52D11,14237
955,Chamba,76.6288,32.4525,Thick vegetation,Highly dissected hill,72.00478,330.167574,52D11,14238
956,Chamba,76.6446,32.4584,Barren,Denudational hill slope,209.519235,2707.153884,52D11,14239
957,Chamba,76.6088,32.314,Barren,Lowly dissected hill,191.371438,1612.980186,52D11,14245
958,Chamba,76.6413,32.2969,Barren,Denudational hill slope,295.118447,6136.803002,52D11,14246
959,Chamba,76.6341,32.2876,Barren,Moderately dissected hill,149.67552,1582.371552,52D11,14247
960,Chamba,76.6476,32.2872,Barren,Moderately dissected hill,221.943369,2966.996211,52D11,14248
961,Chamba,76.6397,32.2916,Barren,Denudational hill slope,254.311194,3936.560761,52D11,14249
962,Chamba,76.8049,32.4466,Barren,Denudational hill slope,341.901871,7018.489228,52D15,14251
963,Chamba,76.7915,32.4466,Barren,Denudational hill slope,274.86922,4948.000072,52D15,14253
964,Chamba,76.632,32.4719,Barren,Highly dissected hill,531.415347,17452.94979,52D11,14255
965,Chamba,76.6311,32.4731,Barren,Moderately dissected hill,688.857078,32394.98948,52D11,14256
966,Chamba,76.6766,32.4815,Barren,Lowly dissected hill,801.328075,39034.3316,52D11,14257
967,Chamba,76.6723,32.4878,Barren,Lowly dissected hill,281.976019,4286.886462,52D11,14258
968,Chamba,76.6746,32.4872,Barren,Lowly dissected hill,584.395944,24122.88257,52D11,14259
969,Chamba,76.6754,32.4859,Barren,Lowly dissected hill,359.382525,8656.327011,52D11,14260
970,Chamba,76.6788,32.4816,Barren,Lowly dissected hill,189.330505,1999.785949,52D11,14261
971,Chamba,76.6793,32.4812,Barren,Lowly dissected hill,181.981505,2196.862785,52D11,14262
972,Chamba,76.6795,32.4807,Barren,Lowly dissected hill,202.517101,2487.014033,52D11,14263
973,Chamba,76.7464,32.4981,Barren,Moderately dissected hill,316.829409,6143.372881,52D11,14264
974,Chamba,76.7475,32.4981,Barren,Moderately dissected hill,430.094068,10380.20186,52D11,14265
975,Chamba,76.7374,32.4941,Barren,Moderately dissected hill,243.77067,3434.717972,52D11,14266
976,Chamba,76.7355,32.4943,Barren,Moderately dissected hill,247.153505,3875.946422,52D11,14267
977,Chamba,76.5075,32.4491,Extensive cut slope,Denudational hill slope,55.070912,176.78619,52D11,14268
978,Chamba,76.5074,32.4489,Extensive cut slope,Denudational hill slope,72.251337,308.799273,52D11,14269
979,Chamba,76.5157,32.4549,Extensive cut slope,Denudational hill slope,171.917967,1746.617317,52D11,14270
980,Chamba,76.5169,32.4555,Extensive cut slope,Denudational hill slope,237.43219,3254.837775,52D11,14271
981,Chamba,76.5401,32.4133,Barren,Moderately dissected hill,314.153893,6864.380214,52D11,14272
982,Chamba,76.5404,32.4146,Barren,Moderately dissected hill,205.187988,2375.701157,52D11,14273
983,Chamba,76.5426,32.4106,Barren,Moderately dissected hill,298.02106,4655.551517,52D11,14274
984,Chamba,76.5173,32.3735,Extensive cut slope,Colluvial foot slope,64.292528,221.782898,52D11,14275
985,Chamba,76.5722,32.3973,Barren,Highly dissected hill,228.575329,3683.430085,52D11,14276
986,Chamba,76.5754,32.3989,Barren,Highly dissected hill,240.231755,3719.543658,52D11,14277
987,Chamba,76.5865,32.3888,Moderate vegetation,Denudational hill slope,399.217035,11135.08593,52D11,14278
988,Chamba,76.5875,32.39,Barren (snow),Denudational hill slope,362.835374,9157.248989,52D11,14279
989,Chamba,76.5641,32.3706,Moderate vegetation,Moderately dissected hill,495.728291,15097.78383,52D11,14280
990,Chamba,76.567,32.389,Barren,Moderately dissected hill,474.985721,13543.83813,52D11,14281
991,Chamba,76.6675,32.4798,Barren,Highly dissected hill,197.203376,2710.530101,52D11,14282
992,Chamba,76.6671,32.4787,Barren,Highly dissected hill,167.123273,1934.117804,52D11,14283
993,Chamba,76.7403,32.3305,Barren,Highly dissected hill,355.500688,8056.278363,52D11,14284
994,Chamba,76.7409,32.3292,Barren,Highly dissected hill,435.37663,12933.14661,52D11,14285
995,Chamba,76.7229,32.3184,Barren,Moderately dissected hill,421.673164,10397.87846,52D11,14286
996,Chamba,76.7235,32.3198,Barren,Moderately dissected hill,590.304332,19151.14204,52D11,14287
997,Chamba,76.7542,32.3149,Barren,Lowly dissected hill,432.614926,10799.82786,52D15,14288
998,Chamba,76.6692,32.2845,Extensive cut slope,Lowly dissected hill,225.611255,3170.842787,52D11,14289
999,Chamba,76.6698,32.284,Extensive cut slope,Lowly dissected hill,108.994784,544.782655,52D11,14290
1000,Chamba,76.6701,32.2828,Extensive cut slope,Lowly dissected hill,134.875309,1119.933981,52D11,14291
1001,Chamba,76.6704,32.2816,Extensive cut slope,Lowly dissected hill,120.679346,909.80332,52D11,14292
1002,Chamba,76.6678,32.2824,Extensive cut slope,Lowly dissected hill,192.852561,2253.008623,52D11,14293
1003,Chamba,76.6661,32.2862,Extensive cut slope,Lowly dissected hill,70.819404,301.343148,52D11,14294
1004,Chamba,76.6666,32.2853,Extensive cut slope,Lowly dissected hill,184.75873,2081.495019,52D11,14295
1005,Chamba,76.6649,32.285,Barren,Lowly dissected hill,110.688812,821.650156,52D11,14296
1006,Chamba,76.6639,32.283,Extensive cut slope,Lowly dissected hill,138.166126,917.884698,52D11,14297
1007,Chamba,76.7202,32.4871,Barren,Denudational hill slope,296.80776,5067.622825,52D11,14298
1008,Chamba,76.7215,32.4875,Barren,Denudational hill slope,463.602451,14374.92934,52D11,14299
1009,Chamba,76.7205,32.488,Barren,Denudational hill slope,264.428559,4458.401103,52D11,14300
1010,Chamba,76.7199,32.4858,Barren,Denudational hill slope,338.198382,6020.365697,52D11,14301
1011,Chamba,76.7203,32.4863,Barren,Denudational hill slope,283.63371,4099.905455,52D11,14302
1012,Chamba,76.7216,32.4896,Barren,Lowly dissected hill,385.291976,9199.356102,52D11,14303
1013,Chamba,76.7234,32.4866,Barren,Denudational hill slope,183.91071,2273.50555,52D11,14304
1014,Chamba,76.728,32.4817,Sparse vegetation,Denudational hill slope,268.224809,4888.578924,52D11,14305
1015,Chamba,76.73,32.4781,Sparse vegetation,Denudational hill slope,240.051181,3941.196314,52D11,14306
1016,Chamba,76.7274,32.4782,Sparse vegetation,Denudational hill slope,241.220497,4039.305936,52D11,14307
1017,Chamba,76.7362,32.4894,Sparse vegetation,Lowly dissected hill,387.078226,9462.502947,52D11,14308
1018,Chamba,76.7448,32.4927,Barren,Moderately dissected hill,211.454825,2064.48708,52D11,14309
1019,Chamba,76.7441,32.4903,Sparse vegetation,Moderately dissected hill,121.725802,981.403361,52D11,14310
1020,Chamba,76.7433,32.4872,Sparse vegetation,Moderately dissected hill,208.383152,2293.141346,52D11,14311
1021,Chamba,76.7378,32.4794,Sparse vegetation,Lowly dissected hill,307.279752,4422.948435,52D11,14312
1022,Chamba,76.7324,32.4762,Extensive cut slope,Denudational hill slope,117.649972,1001.575638,52D11,14313
1023,Chamba,76.7217,32.4253,Moderate vegetation,Highly dissected hill,348.26577,8066.486784,52D11,14314
1024,Chamba,76.7228,32.4194,Barren,Colluvial foot slope,394.507918,11547.47765,52D11,14315
1025,Chamba,76.7218,32.4205,Barren,Colluvial foot slope,435.420885,13185.0162,52D11,14316
1026,Chamba,76.7193,32.4254,Moderate vegetation,Colluvial foot slope,458.23835,12907.90271,52D11,14317
1027,Chamba,76.7168,32.4382,Sparse vegetation,Highly dissected hill,392.758921,9492.28117,52D11,14318
1028,Chamba,76.7454,32.4486,Barren,Lowly dissected hill,825.308497,45001.37633,52D11,14319
1029,Chamba,76.7441,32.4493,Barren,Moderately dissected hill,1186.168673,53345.48319,52D11,14320
1030,Chamba,76.7326,32.4512,Barren,Moderately dissected hill,155.737202,1465.161255,52D11,14321
1031,Chamba,76.7332,32.451,Barren,Moderately dissected hill,177.985443,1947.69813,52D11,14322
1032,Chamba,76.584,32.2746,Barren,Lowly dissected hill,284.778093,5146.238782,52D11,14345
1033,Chamba,76.562,32.2611,Barren,Moderately dissected hill,216.803349,3025.401575,52D11,14346
1034,Chamba,76.5641,32.2607,Barren,Moderately dissected hill,227.313034,3294.109179,52D11,14347
1035,Chamba,76.5532,32.2576,Barren,Moderately dissected hill,701.864587,32207.06746,52D11,14348
1036,Chamba,76.5498,32.2474,Barren,Highly dissected hill,959.998417,53288.74574,52D12,14349
1037,Chamba,76.5972,32.275,Sparse vegetation,Highly dissected hill,283.70136,5565.061967,52D11,14350
1038,Chamba,76.597,32.278,Thick vegetation,Highly dissected hill,334.56121,7371.309621,52D11,14351
1039,Chamba,76.6267,32.2858,Extensive cut slope,Moderately dissected hill,149.695862,1533.252947,52D11,14352
1040,Chamba,76.6227,32.2903,Extensive cut slope,Moderately dissected hill,192.453803,2570.087474,52D11,14353
1041,Chamba,76.6313,32.2854,Extensive cut slope,Moderately dissected hill,112.092058,792.518743,52D11,14354
1042,Chamba,76.633,32.2838,Extensive cut slope,Lowly dissected hill,120.507328,870.643664,52D11,14355
1043,Chamba,76.6421,32.2825,Extensive cut slope,Lowly dissected hill,106.976305,594.308825,52D11,14356
1044,Chamba,76.6441,32.2816,Extensive cut slope,Lowly dissected hill,72.595206,337.388194,52D11,14357
1045,Chamba,76.5551,32.465,Barren,Lowly dissected hill,242.469405,4262.435154,52D11,14358
1046,Chamba,76.5561,32.4642,Barren,Lowly dissected hill,232.372505,3363.89746,52D11,14359
1047,Chamba,76.6179,32.4157,Barren,Denudational hill slope,36.663461,80.929956,52D11,14360
1048,Chamba,76.6215,32.4133,Barren (snow),Denudational hill slope,64.857932,78.75076,52D11,14361
1049,Chamba,76.6219,32.413,Barren (snow),Denudational hill slope,54.150263,93.095047,52D11,14362
1050,Chamba,76.6228,32.4124,Barren (snow),Denudational hill slope,33.857609,71.899673,52D11,14363
1051,Chamba,76.6233,32.4122,Barren (snow),Denudational hill slope,52.536811,153.203478,52D11,14364
1052,Chamba,76.6253,32.4115,Barren (snow),Denudational hill slope,79.453101,374.697413,52D11,14365
1053,Chamba,76.6256,32.4114,Barren (snow),Denudational hill slope,99.127981,564.60243,52D11,14366
1054,Chamba,76.5946,32.3504,Moderate vegetation,Denudational hill slope,708.939143,32295.17307,52D11,14367
1055,Chamba,76.5837,32.3473,Moderate vegetation,Denudational hill slope,442.265811,13234.66525,52D11,14368
1056,Chamba,76.5858,32.3475,Moderate vegetation,Denudational hill slope,270.457867,4956.269316,52D11,14369
1057,Chamba,76.5931,32.349,Moderate vegetation,Denudational hill slope,362.659787,9733.256338,52D11,14370
1058,Chamba,76.6903,32.2092,Barren,Highly dissected hill,213.269371,2264.022217,52D12,14371
1059,Chamba,76.6918,32.209,Barren,Highly dissected hill,164.54196,1804.513521,52D12,14372
1060,Chamba,76.6879,32.206,Thick vegetation,Highly dissected hill,230.370984,3594.136791,52D12,14373
1061,Chamba,76.6898,32.2054,Barren,Highly dissected hill,384.858657,10060.44855,52D12,14376
1062,Chamba,76.5676,32.3078,Extensive cut slope,Lowly dissected hill,92.999894,500.595265,52D11,14378
1063,Chamba,76.5673,32.3079,Extensive cut slope,Lowly dissected hill,98.665187,622.671146,52D11,14379
1064,Chamba,76.5656,32.3084,Extensive cut slope,Lowly dissected hill,127.979555,1010.170229,52D11,14380
1065,Chamba,76.5639,32.3094,Extensive cut slope,Lowly dissected hill,93.093413,561.686207,52D11,14381
1066,Chamba,76.6152,32.3216,Barren,Moderately dissected hill,546.212981,20766.39856,52D11,14382
1067,Chamba,76.6128,32.3195,Thick vegetation,Lowly dissected hill,337.596656,7367.788523,52D11,14383
1068,Chamba,76.6154,32.3191,Barren,Lowly dissected hill,436.043467,13919.9011,52D11,14384
1069,Chamba,76.6157,32.3156,Barren,Highly dissected hill,233.018463,3748.672294,52D11,14385
1070,Chamba,76.6141,32.3159,Barren,Highly dissected hill,265.866468,4223.808814,52D11,14386
1071,Chamba,76.6098,32.3153,Barren,Lowly dissected hill,275.2639,4495.86568,52D11,14387
1072,Chamba,76.6129,32.3138,Barren,Highly dissected hill,158.357153,1613.991386,52D11,14388
1073,Chamba,76.6114,32.3132,Barren,Lowly dissected hill,102.640471,717.838947,52D11,14389
1074,Chamba,76.6114,32.3129,Barren,Lowly dissected hill,116.909304,737.312475,52D11,14390
1075,Chamba,76.6114,32.3127,Barren,Lowly dissected hill,116.65538,745.456474,52D11,14391
1076,Chamba,76.6076,32.3124,Barren,Lowly dissected hill,193.998264,2401.113381,52D11,14392
1077,Chamba,76.6325,32.3008,Barren,Denudational hill slope,243.217891,4128.48906,52D11,14393
1078,Chamba,76.6313,32.2991,Barren,Denudational hill slope,312.104749,6486.693257,52D11,14394
1079,Chamba,76.6349,32.297,Barren,Denudational hill slope,289.08687,5495.568214,52D11,14395
1080,Chamba,76.6199,32.3104,Barren,Highly dissected hill,550.997021,21346.1676,52D11,14396
1081,Chamba,76.4207,32.4895,Barren,Lowly dissected hill,54.402442,183.130058,52D07,14400
1082,Chamba,76.3866,32.4398,Barren,Lowly dissected hill,38.243942,90.318708,52D07,14405
1083,Chamba,76.3873,32.4445,Barren,Denudational hill slope,61.962571,230.905318,52D07,14406
1084,Chamba,76.3859,32.4466,Barren,Denudational hill slope,37.133362,85.160708,52D07,14407
1085,Chamba,76.4642,32.369,Barren,Escarpment,48.071926,157.065452,52D07,14408
1086,Chamba,76.4668,32.3693,Barren,Escarpment,181.887556,1573.346733,52D07,14409
1087,Chamba,76.4687,32.3703,Barren,Escarpment,187.088083,2334.479591,52D07,14410
1088,Chamba,76.3116,32.4961,Barren,Lowly dissected hill,28.182362,49.339333,52D07,14411
1089,Chamba,76.3104,32.4953,Barren,Lowly dissected hill,27.309217,44.778349,52D07,14412
1090,Chamba,76.2792,32.5014,Barren,Lowly dissected hill,52.750075,188.311274,52D06,14413
1091,Chamba,76.4034,32.5799,Barren,Moderately dissected hill,160.527487,1754.568616,52D06,14414
1092,Chamba,76.2918,32.4446,Agriculture and plantatio,n Lowly dissected hill,157.694751,1468.896715,52D07,14415
1093,Chamba,76.369,32.35,Moderate vegetation,Moderately dissected hill,99.052645,608.602184,52D07,14416
1094,Chamba,76.4601,32.4432,Barren,Highly dissected hill,113.854017,815.139646,52D07,14417
1095,Chamba,76.4177,32.3602,Moderate vegetation,Lowly dissected hill,80.376997,415.769236,52D07,14418
1096,Chamba,76.2649,32.4563,Barren,Escarpment,94.083732,555.82648,52D07,14419
1097,Chamba,76.2985,32.4844,Barren,Lowly dissected hill,66.942926,301.118608,52D07,14420
1098,Chamba,76.4607,32.4793,Barren,Lowly dissected hill,175.590324,2004.059645,52D07,14421
1099,Chamba,76.4858,32.3901,Sparse vegetation,Highly dissected hill,203.953928,2733.917034,52D07,14422
1100,Chamba,76.32,32.4861,Barren,Escarpment,50.103553,167.581585,52D07,14423
1101,Chamba,76.2961,32.4558,Agriculture and plantatio,n Lowly dissected hill,51.069311,176.756812,52D07,14424
1102,Chamba,76.4442,32.3319,Moderate vegetation,Escarpment,304.131738,5736.40561,52D07,14425
1103,Chamba,76.296,32.4821,Sparse vegetation,Lowly dissected hill,57.402882,200.351831,52D07,14426
1104,Chamba,76.4546,32.9878,Barren,Lowly dissected hill,326.357688,5659.815767,52D05,14437
1105,Chamba,76.4833,32.8581,Barren,Moderately dissected hill,931.141919,51544.32836,52D05,14451
1106,Chamba,76.4315,32.9134,Barren,Highly dissected hill,78.763677,374.319087,52D05,14452
1107,Chamba,76.4358,32.9214,Barren,Highly dissected hill,334.559443,7456.068598,52D05,14453
1108,Chamba,76.442,32.8945,Sparse vegetation,Highly dissected hill,652.904843,30660.31144,52D05,14454
1109,Chamba,76.485,32.3949,Sparse vegetation,Highly dissected hill,93.283962,570.98237,52D07,14459
1110,Chamba,76.3098,32.7111,Sparse vegetation,Lowly dissected hill,80.588581,402.285343,52D06,14460
1111,Chamba,76.2558,32.4801,Barren,Lowly dissected hill,75.290324,315.757993,52D07,14461
1112,Chamba,76.2523,32.4771,Barren,Moderately dissected hill,68.295404,310.309587,52D07,14462
1113,Chamba,76.2558,32.4788,Barren,Lowly dissected hill,74.644341,349.272009,52D07,14463
1114,Chamba,76.4651,32.5009,Barren,Lowly dissected hill,44.211758,131.623695,52D06,14464
1115,Chamba,76.304,32.4793,Barren,Lowly dissected hill,25.785897,42.879464,52D07,14465
1116,Chamba,76.3037,32.4763,Sparse vegetation,Colluvial foot slope,65.923093,292.912929,52D07,14466
1117,Chamba,76.2549,32.4643,Cultivated land,Lowly dissected hill,11.700396,9.481704,52D07,14467
1118,Chamba,76.2752,32.4611,Sparse vegetation,Lowly dissected hill,145.019724,1269.857578,52D07,14468
1119,Chamba,76.259,32.4817,Barren,Lowly dissected hill,65.527683,258.569671,52D07,14469
1120,Chamba,76.2545,32.4775,Plantation,Lowly dissected hill,70.369789,307.556293,52D07,14470
1121,Chamba,76.296,32.5193,Moderate vegetation,Lowly dissected hill,209.709635,2594.221894,52D06,14471
1122,Chamba,76.3541,32.3909,Thick vegetation,Lowly dissected hill,431.859475,12252.07645,52D07,14472
1123,Chamba,76.2651,32.4548,Barren,Lowly dissected hill,57.221644,206.40399,52D07,14473
1124,Chamba,76.3244,32.4363,Barren,Lowly dissected hill,129.129989,1024.98137,52D07,14474
1125,Chamba,76.3209,32.4355,Barren,Lowly dissected hill,79.270452,418.430989,52D07,14475
1126,Chamba,76.3248,32.4181,Moderate vegetation,Moderately dissected hill,82.789645,435.263626,52D07,14476
1127,Chamba,76.4111,32.4849,Barren,Moderately dissected hill,140.358175,1316.881114,52D07,14477
1128,Chamba,76.375,32.3931,Sparse vegetation,Moderately dissected hill,332.264463,7487.978695,52D07,14478
1129,Chamba,76.4626,32.465,Sparse vegetation,Escarpment,81.204467,414.797326,52D07,14479
1130,Chamba,76.4141,32.4739,Barren,Moderately dissected hill,76.027039,357.365229,52D07,14480
1131,Chamba,76.4283,32.4717,Barren,Escarpment,106.368585,703.433531,52D07,14481
1132,Chamba,76.4471,32.4888,Extensive cut slope,Lowly dissected hill,51.647646,168.154761,52D07,14482
1133,Chamba,76.4513,32.4914,Extensive cut slope,Lowly dissected hill,46.089859,139.014123,52D07,14483
1134,Chamba,76.4653,32.4949,Plantation,Lowly dissected hill,44.994784,131.111004,52D07,14484
1135,Chamba,76.4561,32.5288,Plantation,Lowly dissected hill,294.163028,5812.058171,52D06,14485
1136,Chamba,76.3582,32.4199,Barren,Lowly dissected hill,135.481479,1232.435617,52D07,14486
1137,Chamba,76.2484,32.7378,Sparse vegetation,Lowly dissected hill,337.12419,7496.170434,52D02,14487
1138,Chamba,76.2532,32.7343,Moderate vegetation,Moderately dissected hill,68.6662,296.222098,52D06,14488
1139,Chamba,76.2631,32.6643,Thick vegetation,Moderately dissected hill,770.974924,38613.10373,52D06,14489
1140,Chamba,76.3427,32.6004,Moderate vegetation,Lowly dissected hill,408.765262,10118.43848,52D06,14490
1141,Chamba,76.422,32.5131,Sparse vegetation,Moderately dissected hill,189.907751,2464.518215,52D06,14491
1142,Chamba,76.3193,32.6201,Thick vegetation,Lowly dissected hill,542.267768,17711.99213,52D06,14492
1143,Chamba,76.3263,32.6257,Moderate vegetation,Lowly dissected hill,391.80166,9084.457834,52D06,14493
1144,Chamba,76.345,32.6093,Thick vegetation,Lowly dissected hill,169.078865,1583.675742,52D06,14494
1145,Chamba,76.3477,32.6084,Barren,Lowly dissected hill,146.169351,1152.677522,52D06,14495
1146,Chamba,76.3531,32.6075,Moderate vegetation,Lowly dissected hill,285.692881,4415.709239,52D06,14496
1147,Chamba,76.342,32.6114,Moderate vegetation,Lowly dissected hill,159.89025,1499.457784,52D06,14497
1148,Chamba,76.3388,32.6121,Moderate vegetation,Lowly dissected hill,245.528875,3503.2421,52D06,14498
1149,Chamba,76.3512,32.6179,Barren,Moderately dissected hill,100.535205,665.018791,52D06,14499
1150,Chamba,76.3529,32.6194,Barren,Moderately dissected hill,289.148439,5649.690609,52D06,14500
1151,Chamba,76.3487,32.6237,Barren,Highly dissected hill,229.798173,2888.166276,52D06,14501
1152,Chamba,76.3281,32.4249,Barren,Moderately dissected hill,165.067984,1577.199611,52D07,14507
1153,Chamba,76.2893,32.4435,Sparse vegetation,Lowly dissected hill,74.482088,346.871275,52D07,14508
1154,Chamba,76.3017,32.4601,Barren,Lowly dissected hill,57.871873,212.341291,52D07,14509
1155,Chamba,76.2954,32.4527,Agriculture and plantatio,n Lowly dissected hill,92.859119,513.347793,52D07,14510
1156,Chamba,76.2969,32.4448,Sparse vegetation,Denudational hill slope,65.529873,269.493707,52D07,14511
1157,Chamba,76.3561,32.4946,Barren,Lowly dissected hill,55.550875,193.363414,52D07,14512
1158,Chamba,76.3178,32.4854,Barren,Escarpment,68.958695,277.451808,52D07,14513
1159,Chamba,76.32,32.4861,Barren,Escarpment,17.274475,6.662194,52D07,14514
1160,Chamba,76.2705,32.4231,Thick vegetation,Lowly dissected hill,88.341389,475.232375,52D07,14515
1161,Chamba,76.3554,32.4007,Barren,Lowly dissected hill,179.819694,1561.837325,52D07,14516
1162,Chamba,76.4418,32.488,Barren,Lowly dissected hill,61.329708,252.496667,52D07,14517
1163,Chamba,76.4385,32.4827,Cultivated land,Lowly dissected hill,47.154022,138.824256,52D07,14518
1164,Chamba,76.4129,32.4754,Barren,Lowly dissected hill,75.606717,380.178838,52D07,14519
1165,Chamba,76.4116,32.4753,Sparse vegetation,Lowly dissected hill,77.121084,374.111877,52D07,14520
1166,Chamba,76.4198,32.468,Barren,Escarpment,181.050981,1924.194195,52D07,14521
1167,Chamba,76.4331,32.4809,Barren,Lowly dissected hill,46.86654,144.62556,52D07,14522
1168,Chamba,76.3753,32.4944,Sparse vegetation,Escarpment,239.270787,3838.546989,52D07,14523
1169,Chamba,76.0304,32.369,Sparse vegetation,Moderately dissected hill,161.058178,1333.211141,52D03,14524
1170,Chamba,76.2276,32.2875,Sparse vegetation,Lowly dissected hill,123.544684,892.652421,52D03,14525
1171,Chamba,76.3988,32.4872,Moderate vegetation,Lowly dissected hill,435.961155,9990.819709,52D07,14526
1172,Chamba,76.4088,32.4755,Barren,Lowly dissected hill,60.043692,225.486612,52D07,14527
1173,Chamba,76.4265,32.4877,Barren,Lowly dissected hill,142.742954,1325.160015,52D07,14528
1174,Chamba,76.4302,32.4914,Barren,Lowly dissected hill,69.578715,264.00965,52D07,14529
1175,Chamba,76.4687,32.4581,Barren,Lowly dissected hill,88.16401,498.070594,52D07,14530
1176,Chamba,76.4708,32.4557,Sparse vegetation,Lowly dissected hill,135.074349,1082.126266,52D07,14531
1177,Chamba,76.4416,32.3537,Sparse vegetation,Lowly dissected hill,378.442342,9451.60734,52D07,14532
1178,Chamba,76.2967,32.4763,Barren,Colluvial foot slope,160.367116,1671.136076,52D07,14533
1179,Chamba,76.2523,32.4843,Barren,Moderately dissected hill,56.59495,209.650659,52D07,14534
